ŽÀ•”,‹••”
-0.00794724,-0.0730478
0.0391207,0.0721432
-0.0564382,-0.0499918
0.0698608,0.036898
-0.0847621,-0.00899452
0.0784098,-0.0231967
-0.0673521,0.0416647
0.0527185,-0.0680329
-0.0209697,0.0775027
0.000669658,-0.0806778
0.0325632,0.078798
-0.0570306,-0.0563272
0.0652797,0.0320733
-0.0724416,-0.0163334
0.0775645,-0.0180487
-0.0526278,0.0390836
0.0431414,-0.0456711
-0.0250273,0.0615484
-0.00265297,-0.0613526
0.0148343,0.0457266
-0.021854,-0.0505167
0.0486583,0.0319061
-0.0381005,-0.0117442
0.0447161,0.00871208
-0.0425644,0.00956454
0.0361786,-0.0206422
-0.0231629,0.0243757
0.0261362,-0.0311915
0.000307728,0.040931
0.000942774,-0.0206971
0.00344346,0.0394396
-0.0222496,-0.0225524
0.0169174,0.0221669
-0.0292362,-0.0117818
0.0206079,0.00901693
-0.0360164,-0.00260622
0.0214592,-0.0137901
-0.0243968,0.00646207
0.0202515,-0.0246014
-0.0101604,0.0180909
0.0110844,-0.026913
0.00151636,0.0253693
-0.00464618,-0.0269364
0.0154724,0.0196703
-0.0106521,-0.0187779
0.0250661,0.0193926
-0.025395,-0.00449
0.023602,0.0049825
-0.0307166,0.00241707
0.0266754,-0.0142445
-0.0227749,0.0173356
0.0203421,-0.0270081
-0.00988273,0.0326236
-0.000353798,-0.0353071
0.00940731,0.0315422
-0.0171896,-0.0343516
0.0332144,0.0239402
-0.0327441,-0.0143183
0.0428373,0.00589445
-0.038849,0.0119314
0.0350625,-0.0171996
-0.0329317,0.0316778
0.0172247,-0.0425787
-0.00441049,0.0421517
-0.00728685,-0.04526
0.0231972,0.0388439
-0.0312119,-0.0322549
0.0444605,0.0206724
-0.0451428,-0.00362484
0.0453292,-0.00735196
-0.0414093,0.0235732
0.0300799,-0.0331709
-0.0223162,0.0412156
0.00349447,-0.0490781
0.00933062,0.0401777
-0.0185611,-0.0430146
0.0364081,0.0293639
-0.0360813,-0.0185644
0.0443726,0.00751559
-0.0409553,0.00586879
0.0411616,-0.018933
-0.0261752,0.030143
0.0228373,-0.0301904
-0.0124449,0.0437783
-0.00523669,-0.0402137
0.0113949,0.0375371
-0.0256233,-0.0353351
0.0339633,0.0228143
-0.0399397,-0.0152712
0.0447406,-0.00197387
-0.039634,0.0135847
0.0356584,-0.0293007
-0.017693,0.0368436
0.00939649,-0.0373007
0.00437254,0.0398289
-0.016517,-0.0341465
0.0252215,0.0251676
-0.0290457,-0.0173005
0.0339633,0.00670278
-0.0320151,0.00351
0.0295619,-0.0146279
-0.0194692,0.0199524
0.0161372,-0.0247347
-0.00270402,0.0277291
-0.00131083,-0.0231648
0.00961044,0.024486
-0.0160896,-0.0166768
0.0183617,0.0110259
-0.0188451,-0.00538796
0.0201195,0.000263274
-0.0173654,0.00663348
0.0133305,-0.00959846
-0.0102104,0.0111673
0.00750205,-0.0143013
-0.00131927,0.0139523
0.000503723,-0.0133626
0.0053298,0.0136866
-0.00655568,-0.00966696
0.00895639,0.0100276
-0.0125116,-0.00640181
0.013443,0.00198408
-0.0130694,0.0011857
0.0133517,-0.00600712
-0.00891075,0.0099804
0.00611725,-0.0113784
-0.00149175,0.0129154
-0.00256014,-0.0121518
0.00690644,0.0097654
-0.0083633,-0.00610042
0.00923869,0.00305495
-0.00908722,-0.000202954
0.00781803,-0.00340179
-0.00521845,0.00351506
0.00528629,-0.00597185
-0.000621863,0.00612843
0.000922084,-0.00498682
0.00171798,0.00551906
-0.00251782,-0.00375843
0.0034312,0.00265836
-0.00335243,-0.00192213
0.00436583,2.55108e-05
-0.00247912,0.000668883
0.00344089,-0.0012942
-0.00155944,0.00239778
0.00138336,-0.00240604
0.000187576,0.00227237
0.000161707,-0.00221974
0.00159317,0.00185519
-0.000878155,-0.00108913
0.00182325,0.000807166
-0.00108272,-0.000430077
0.00204468,0
-0.00108275,0.000430163
0.00182327,-0.000807183
-0.000878194,0.00108905
0.0015932,-0.00185521
0.0001617,0.00221986
0.000187606,-0.00227235
0.0013834,0.00240609
-0.0015595,-0.00239779
0.0034408,0.00129417
-0.00247902,-0.000668798
0.0043658,-2.54884e-05
-0.00335239,0.00192218
0.00343128,-0.00265834
-0.00251778,0.00375843
0.00171801,-0.005519
0.000922084,0.00498676
-0.000621822,-0.00612848
0.00528626,0.00597174
-0.00521848,-0.00351505
0.00781795,0.0034018
-0.00908725,0.00020295
0.00923869,-0.00305504
-0.0083633,0.00610041
0.00690639,-0.00976536
-0.00256012,0.0121517
-0.00149179,-0.0129154
0.00611731,0.0113784
-0.00891078,-0.00998046
0.0133517,0.00600708
-0.0130694,-0.00118569
0.0134429,-0.00198404
-0.0125116,0.00640181
0.00895646,-0.0100276
-0.00655563,0.00966699
0.00532974,-0.0136867
0.000503667,0.0133626
-0.00131932,-0.0139523
0.00750208,0.0143014
-0.0102105,-0.0111673
0.0133306,0.00959851
-0.0173653,-0.00663341
0.0201195,-0.000263177
-0.0188452,0.00538792
0.0183617,-0.0110259
-0.0160897,0.0166768
0.00961043,-0.0244859
-0.0013108,0.0231647
-0.00270396,-0.0277291
0.0161373,0.0247347
-0.0194693,-0.0199524
0.0295618,0.0146279
-0.0320152,-0.00351006
0.0339634,-0.0067029
-0.0290457,0.0173006
0.0252215,-0.0251676
-0.0165171,0.0341464
0.00437254,-0.039829
0.00939649,0.0373007
-0.017693,-0.0368435
0.0356584,0.0293008
-0.039634,-0.0135847
0.0447406,0.00197381
-0.0399398,0.0152712
0.0339633,-0.0228143
-0.0256232,0.0353351
0.0113948,-0.037537
-0.00523666,0.0402138
-0.0124449,-0.0437783
0.0228372,0.0301903
-0.0261752,-0.0301429
0.0411617,0.018933
-0.0409552,-0.00586864
0.0443725,-0.00751552
-0.0360812,0.0185642
0.0364081,-0.0293639
-0.0185611,0.0430147
0.00933065,-0.0401777
0.00349435,0.049078
-0.0223162,-0.0412156
0.0300799,0.0331709
-0.0414093,-0.0235733
0.0453291,0.00735191
-0.0451428,0.00362478
0.0444605,-0.0206724
-0.0312119,0.032255
0.0231972,-0.0388439
-0.00728693,0.0452599
-0.00441048,-0.0421517
0.0172246,0.0425786
-0.0329317,-0.0316778
0.0350625,0.0171996
-0.0388491,-0.0119314
0.0428372,-0.00589437
-0.0327441,0.0143182
0.0332145,-0.0239402
-0.0171896,0.0343516
0.00940729,-0.0315422
-0.000353783,0.0353071
-0.00988272,-0.0326236
0.0203421,0.0270081
-0.0227749,-0.0173356
0.0266754,0.0142446
-0.0307166,-0.00241706
0.0236021,-0.00498249
-0.025395,0.00448999
0.0250662,-0.0193925
-0.0106521,0.018778
0.0154723,-0.0196703
-0.00464617,0.0269364
0.0015164,-0.0253693
0.0110844,0.026913
-0.0101603,-0.0180909
0.0202515,0.0246014
-0.0243969,-0.00646198
0.0214592,0.01379
-0.0360164,0.00260612
0.020608,-0.0090169
-0.0292361,0.0117817
0.0169174,-0.0221669
-0.0222495,0.0225524
0.00344345,-0.0394396
0.000942759,0.0206972
0.000307687,-0.0409309
0.0261363,0.0311914
-0.0231629,-0.0243757
0.0361787,0.0206423
-0.0425644,-0.00956445
0.0447161,-0.00871208
-0.0381005,0.0117442
0.0486583,-0.0319061
-0.021854,0.0505166
0.0148343,-0.0457267
-0.00265298,0.0613527
-0.0250273,-0.0615483
0.0431413,0.045671
-0.0526278,-0.0390835
0.0775645,0.0180486
-0.0724417,0.0163334
0.0652797,-0.0320732
-0.0570305,0.0563272
0.0325632,-0.078798
0.000669569,0.0806778
-0.0209698,-0.0775026
0.0527185,0.0680329
-0.0673521,-0.0416646
0.0784098,0.0231966
-0.0847622,0.00899449
0.0698608,-0.0368981
-0.0564382,0.0499918
0.0391207,-0.0721432
-0.00794721,0.0730478
-0.00502418,-0.0728984
0.0338768,0.0720201
-0.0552696,-0.0523875
0.0609227,0.0293848
-0.0666147,-0.0249066
0.0853656,-0.00894527
-0.0614324,0.0312081
0.0671084,-0.0456908
-0.0366796,0.0745039
0.0199218,-0.0716333
0.00468755,0.0866205
-0.034839,-0.0794415
0.0656342,0.0632931
-0.0729665,-0.0333464
0.0871665,0.0204945
-0.0933767,0.0231447
0.0709815,-0.0486942
-0.0569441,0.0646158
0.035725,-0.0883832
0.0080696,0.0943152
-0.0318259,-0.0757443
0.0515424,0.0682324
-0.0749563,-0.0481974
0.0911453,0.0155488
-0.080175,0.0238828
0.057476,-0.0335428
-0.0640112,0.0432449
0.0374524,-0.0887572
0.0119719,0.0629275
0.00511137,-0.067679
0.0537122,0.0698872
-0.0419426,-0.025284
0.0580045,0.0351931
-0.0537146,0.00150652
0.0624091,0.00343351
-0.0446946,0.043715
0.0291995,-0.00602961
-0.0573198,0.0536394
-0.00298676,-0.0489835
-0.032422,0.0386334
-0.00824982,-0.0850244
0.0356186,0.0378976
-0.0113272,-0.0605897
0.0859452,0.0660469
-0.0818706,0.0122153
0.0600085,0.00481826
-0.0931145,0.0335748
0.0529691,-0.0688166
-0.0408279,0.0760296
0.00205985,-0.0980363
0.0322593,0.0777046
-0.0481584,-0.0694917
0.0774443,0.0451376
-0.0735822,-0.0126836
0.0787826,0.00108765
-0.0767942,0.0380175
0.0442768,-0.054278
-0.0293695,0.0497491
0.0265669,-0.0583845
6.50659e-05,0.0721313
-0.0204896,-0.05449
0.0224492,0.052627
-0.0404116,-0.0520003
0.0583337,0.0374889
-0.0612509,-0.021989
0.0810407,0.0148112
-0.0910991,0.0307913
0.0669677,-0.059197
-0.0449481,0.0751816
0.0303049,-0.0856429
0.0096305,0.118609
-0.0752262,-0.0814795
0.0650287,0.0439904
-0.0889259,-0.0418131
0.105667,-0.0154587
-0.0656769,0.0506305
0.0478757,-0.0491791
-0.0271612,0.0684725
-0.00170216,-0.0522683
0.00392381,0.0507166
-0.0237922,-0.0305537
-0.00755498,0.0278631
-0.0230725,-0.0604912
0.0427473,0.0218696
-0.022825,-0.0271662
0.0475141,0.0367262
-0.0720874,-0.018512
0.0802405,-0.0219685
-0.0517164,0.0406209
0.0625338,-0.0432186
-0.0439819,0.0974629
-0.01467,-0.0903229
0.0193964,0.0822679
-0.0728238,-0.0916317
0.105422,0.0210309
-0.0683816,0.00220281
0.0929631,-0.00632447
-0.0812067,0.0692781
0.0329989,-0.0810651
-0.0028203,0.082003
-0.0233654,-0.0645641
0.0351525,0.0621683
-0.0724881,-0.0423592
0.0791738,-0.00584844
-0.0584106,0.0430603
0.0229922,-0.0655029
0.029251,0.0576439
-0.0329173,-0.0120546
0.0342868,0.0342259
-0.0933259,0.0207578
0.0318004,-0.0893484
0.012552,0.0799042
-0.0538838,-0.0714822
0.0715219,0.0463986
-0.112636,-0.0244036
0.11296,-0.0475314
-0.0893524,0.0831038
0.0407032,-0.130886
0.0188423,0.109229
-0.030028,-0.103135
0.0729891,0.101731
-0.113855,-0.0661156
0.120078,0.0127803
-0.106376,0.0140437
0.0999518,-0.034838
-0.101341,0.0586535
0.0754378,-0.100724
-0.0468094,0.100919
0.0259847,-0.129741
0.0171291,0.114332
-0.0118941,-0.134667
0.0957733,0.152369
-0.12787,-0.0902335
0.145945,0.0884376
-0.205118,-0.0366483
0.210771,-0.0298367
-0.224135,0.111088
0.147268,-0.192355
-0.122973,0.200561
0.0492803,-0.305873
0.0833445,0.265331
-0.129686,-0.261885
0.247116,0.189983
-0.240092,-0.129987
0.35388,0.0834138
-0.345915,0.103012
0.276138,-0.150932
-0.274831,0.240771
0.165555,-0.338908
-0.0961233,0.348329
-0.0100702,-0.46045
0.226714,0.386119
-0.243872,-0.320397
0.416825,0.290603
-0.467074,-0.116724
0.561331,0.0313611
-0.576227,0.266483
0.397863,-0.395372
-0.336177,0.491659
0.181317,-0.647205
0.0679837,0.728486
-0.359215,-0.659951
0.523512,0.48558
-0.671995,-0.355987
0.801499,0.0834988
-0.776606,0.153889
0.767805,-0.448934
-0.480101,0.715361
0.2785,-0.735099
-0.0773664,0.886562
-0.267323,-0.874037
0.53218,0.764629
-0.815405,-0.539042
0.884135,0.193974
-0.901989,-0.0213003
0.990057,-0.347495
-0.714654,0.694126
0.500393,-0.824974
-0.193051,0.986021
-0.1013,-0.966668
0.422166,0.942875
-0.708801,-0.735044
0.942193,0.494217
-1.02972,-0.101674
0.998869,-0.172771
-0.909114,0.540296
0.634984,-0.76147
-0.384549,0.908759
0.0821978,-0.95721
0.198184,0.938804
-0.447315,-0.8262
0.709416,0.721836
-0.94493,-0.367382
0.897811,0.0901399
-0.953379,0.133292
0.8774,-0.470039
-0.65521,0.73385
0.366597,-0.841765
-0.160596,0.884752
-0.0789614,-0.937087
0.38834,0.936363
-0.719137,-0.735355
0.865499,0.483265
-1.04778,-0.216345
1.05992,-0.210704
-0.876085,0.5188
0.6859,-0.736257
-0.405149,0.949382
0.0373904,-0.960341
0.181382,0.897167
-0.478424,-0.833884
0.688357,0.583255
-0.792821,-0.394232
0.916996,0.115963
-0.843781,0.192952
0.73787,-0.369816
-0.632263,0.588233
0.395951,-0.765829
-0.133474,0.819515
-0.105322,-0.798629
0.323098,0.721281
-0.499523,-0.59338
0.662335,0.438822
-0.759367,-0.183363
0.729275,-0.00911254
-0.766855,0.216384
0.596399,-0.512669
-0.370279,0.531822
0.326069,-0.624951
-0.0784768,0.76303
-0.176238,-0.700217
0.324649,0.572118
-0.408058,-0.538924
0.681127,0.403477
-0.645731,-0.0899014
0.671935,0.0824577
-0.767027,0.235864
0.579458,-0.419455
-0.497233,0.565363
0.310234,-0.699051
-0.109733,0.809186
-0.174128,-0.799255
0.379189,0.747028
-0.65408,-0.604785
0.796344,0.358781
-0.893053,-0.0992216
0.875154,-0.192057
-0.786641,0.457462
0.603923,-0.69526
-0.332162,0.859394
0.0521,-0.872424
0.187813,0.887131
-0.50352,-0.76355
0.657726,0.555868
-0.817407,-0.378631
0.950934,0.0698419
-0.854839,0.30419
0.658946,-0.441739
-0.598121,0.629329
0.309541,-0.859937
0.0599653,0.807523
-0.132628,-0.63708
0.302269,0.797276
-0.694979,-0.483376
0.514538,0.278867
-0.738693,-0.308136
0.844278,-0.0535907
-0.734367,0.33689
0.494395,-0.404096
-0.652379,0.43756
0.485109,-0.939587
-0.00313416,0.966928
-0.210728,-0.879929
0.416773,0.86564
-0.781274,-0.819394
1.13085,0.444651
-1.1787,0.00652799
1.12173,-0.330613
-1.08475,0.764276
0.600357,-1.20555
-0.188366,1.10307
0.0329169,-1.32799
0.786834,1.38529
-1.14622,-0.621649
0.94482,0.46521
-1.41215,-0.281126
1.39842,-0.49147
-1.0528,0.840406
0.749768,-1.15684
-0.305708,1.31845
-0.103261,-1.33354
0.480162,1.31058
-1.03177,-1.16371
1.37409,0.608697
-1.40405,-0.237938
1.62587,-0.170396
-1.56471,0.922204
1.09009,-1.4358
-0.618947,1.86774
-0.307597,-2.07403
0.93954,1.75918
-1.73314,-1.62105
2.57715,0.517678
-2.36072,0.705812
1.88323,-1.51768
-1.14806,2.23523
-0.00573397,-2.60659
1.25181,2.22426
-2.01067,-1.25109
2.04609,0.218448
-1.86457,0.457717
1.42064,-1.25762
-0.572102,1.41045
0.238559,-1.37344
0.403995,1.42768
-0.858588,-0.900186
0.9028,0.577935
-1.13077,-0.245639
1.01121,-0.338897
-0.61801,0.512198
0.490822,-0.555025
-0.288717,0.736199
-0.0642145,-0.729504
0.229303,0.544416
-0.332782,-0.496451
0.521421,0.327149
-0.541531,-0.0864217
0.459951,-0.0764756
-0.416892,0.137552
0.386937,-0.314073
-0.188758,0.410783
0.0487397,-0.397033
0.057892,0.362296
-0.162753,-0.345087
0.284271,0.229203
-0.302936,-0.117341
0.31371,-0.0215147
-0.203757,0.101555
0.159674,-0.0989253
-0.141325,0.113835
0.105782,-0.170912
-0.0226845,0.133772
0.0733727,-0.129598
-0.0173114,0.201131
-0.0590392,-0.194506
0.115229,0.146382
-0.116161,-0.138978
0.218224,0.118519
-0.239151,0.00580513
0.203606,-0.0691845
-0.190095,0.113798
0.160008,-0.21557
-0.0303576,0.25446
-0.0471413,-0.256916
0.203986,0.209402
-0.245724,-0.0616927
0.265002,-0.0946403
-0.0251523,0.256403
-0.125385,-0.0202637
-0.0148369,-0.0197666
